content,Label
"Kasi 5 bintang biar di baca!! Stakingnya sih udah bagus, tapi masalahnya Udah gak bisa deposit malah di blok lagi akun gw! Order sell sering error, gak sesuai di harga yg di inginkan, mau beli atau jual cripto nya minimal 50rb kurang dri itu tidak bisa",Positif
Aplikasi crypto yg sangat baik...sangat direkomendasikan buat teman2..mantap,Positif
"Saya melakukn penarikan dan gagal dana Kembali tapi berkurang dari uang saya saat penarikan, UDAH KENA BIAYA ADMIN 5000 WAKTU TARIK UANG, DANA RETURN MALAH BERKURANG UANGNYA 20%, KECEWAAA BANGET GAK AKAN PAKE APLIKASI TRIV LAGI",Negatif
"""Saya sangat senang dengan pengalaman menggunakan Triv - Beli & Staking Crypto. Antarmukanya sangat mudah digunakan dan saya merasa aman dengan fitur keamanan yang disediakan. Saya juga puas dengan layanan pelanggan yang responsif dan membantu. Terima kasih Triv!""",Positif
"Apkikasi paling burik gk bertanggung jawab 1 juta ajh uang gua gk bsa di tanggung jawabkan cuman gara2 salah coin doang klw emng gk bisa di transferkan coin ya gk usah buat adres penerima koin kalik jeng klw gk bsa di pertanggung jawabkan.. Di kirimi email bekali2 2hari gk di balas2. .yg liat apk ini pindah ke market lain saja lbih bagus pindah ke peluang ,tokocrypo ,indodax lbih mantap cuanya,apalagi Binance wah super lengkap",Negatif
"Aplikasi ini sangat memudahkan saya dalam berinvestasi, dengan pilihan investasi yang banyak, dan dapat memantau harga dari produk dalam aplikasi ini sehingga memudahkan dalam mengambil keputusan, maju terus Triv..",Positif
"Jangan depo di sini gaes. Deposit tidak muncul di saldo akun triv, padahal transaksi sudah tercatat sukses di blockchain explorer sehari yang lalu. Ditanya ke CS sampai 3 kali via email dan whatsapp bilangnya sedang dalam proses pengecekan. Masa ngecek transaksi aja sehari lebih, tinggal buka tronscan dan input hash doang kelar padahal. Scam.",Negatif
Setelah top up dan verifikasi tidak bisa login kembali. Mohon respon nya dari pihak developer,Negatif
"Terimaksih atas support triv yang menangani akun saya dengan cepat, akhirnya setelah terblokir di aktifkan kembali",Positif
"Kirim kesesama pengguna btc ga bisa,tarik dana btc ga bisa...asuuu",Negatif
"Bagus nih yang mau coba trading ataupun staking dengan UANG DINGIN (example: Uang THR, Uang Angpao, Bonus). The Best Aplication yang komplit utk model pembayarannya, mudah digunakan.",Positif
Daptarnya susah bangat ya,Negatif
"baru mau coba, tertarik untuk stakingnya",Positif
"Lumayan bagus, hanya sayangnya, jumlahnya koinnya masih terbatas. Jika boleh, ditambahkan lagi 150 koin crypto, termasuk yg baru rilis juga. Lalu utk login ke versi web nya, tolg diperbaiki. Masa selalu minta verifikasi nomer HP padahal sudah terdaftar. Jadinya sulit masuk. Ya semoga kedepannya, Triv bisa menjadi lebih baik dan potensial lagi.",Negatif
Tolong untuk login nya jangan di persulit Beratus ratus kali saya masuk selalu gagal selalu keterangan activation expired tolong segera di perbaiki ada sedikit aset saya di platform ini,Positif
"Triv sangat recomended sekali, mudah digunakan, fitur lengkap, praktis, makin setia dengan Triv.",Positif
"coin crypto nya kurang lengkap, klo bisa di tambahkan lagi, seperti token klay atau yg lain nya? Trim..",Positif
Sangat bermanfaat dan membantu untuk saya yg masih pemula,Positif
Ini memang aplikasi stalking crypto yang mudah dipahami bagi pemula sehingga menarik untuk berinvestasi .....Triv is the best ....,Positif
"Emang bagus banget ini aplikasi,beli atau staking crypto mudah banget ,apalagi pembayarannya simpel dan mudah ,,top banget deh triv ini",Positif
"aplikasi nya ringan,gak ribet juga kalo mau beli saham jadi gampang gak ribet"" banget, pokoknya recommended deh aplikasi nya",Positif
"Tampilan keren, mudah digunakan untuk pemula bagi yang mau memulai investment atau trade. Hal yang istimewa adalah kalian harus download langsung. 😘😘😘",Positif
Aplikasi bagus buat jual beli aset kripto,Positif
Bagus ni aplikasinya. Recommended buat yang pemula. Aplikasi nya mudah dipahami dan dimengerti. 👍👍,Positif
Di tarik ga masuk malah ilang semua.,Negatif
"Triv adalah Aplikasinya yang sangat bagus ,, pokoknya recomended bangett 👍",Positif
"Triv adalah aplikasi trading kripto yang terdaftar dan diawasi oleh Bappebti. Aplikasi ini menawarkan berbagai fitur unggulan dan Berdasarkan pengalaman saya, Triv adalah aplikasi trading kripto yang lengkap dan terpercaya. Aplikasi ini mudah digunakan dan memiliki fitur-fitur yang bermanfaat bagi para trader.",Positif
Aplikasi bagus dan menarik Penggunaanya mudah di pahami bagi pemula Sukses dan terus berkembang TRIV,Positif
"Aplikasi nya simple, gampang di dimengerti dan berguna banget buat pemula",Positif
"Sy trf 0,4...uniswap dr TwT ke Triv. Laporan di TwT komplit tapi di trv tdk masuk. Sy ud lapor dan kasih data yg dibutuhkan. Kejadian ud 10 hari dr tgl laporan tetapi tdk ada sedikitpun dr pihak Triv memberi respon. Jgn mengabaikan nasabah kecil seperti sy ini dan jgn pula setiap nasabah paham betul dgn kripto. Jd hendaknya pihak Triv bisa memberikan support dan bantuan yg riil (bkn slogan aja!). MOHON DITINDAK LANJUTI, terima kasih",Negatif
"Min tolong diperbaiki sistem keamanannya akun saya ada yang log in tetapi tidak ada notif di email, biasanya kalau log in di perangkat lain akan dimintai pin login ini tidak ada. Alhasil raib aset aset saya tolong bantu saya min",Negatif
"Aplikasiny bagus, lebih simpel, depo & wdnya juga cepet masalahnya cmn 1 entah bug atau gwnya yg g ngerti cara makenya klo beli crypto ga sesuai, contoh kmrn gw mau beli 1ltc yg di dpt cmn 0,997 ltc",Positif
"Aplikasi resmi yang terjamin keamanannya, memberikan pengalaman terbaik dalam berinvestasi. Dilengkapi fitur-fitur yang memudahkan pengguna untuk melakukan aktivitas transaksi yang sudah bekerja sama dengan platform e-money untuk pembelian pulsa, data seluer, lengkap lah. sukses selalu",Positif
Aplikasi yang bagus mudah di pahami dengan tampilan up to date recomendet untuk pemula.,Positif
"Triv aplikasi bagus buat investasi, jangan ragu lah instal segera",Positif
"Buat saya yg baru mau mengenal kripto,ini recomended bgt huhuuu Aplikasinya mudah dipahami jg ringan,ayo belajar lebih modern lg lewat aplikasi ini hihiii",Positif
"APK yang recommend untuk jual beli Bitcoin, Shiba Inu , BNB , Paypal, Perfect Money, USDT , Ethereum , Saham AS dan berbagai aset digital lainnya dengan Triv. Dengan setor dan tarik rupiah secara real-time & Instan 24 jam ke berbagai bank di Indonesia. 👍👍👍",Positif
"Aplikasi nya bagus, mudah di pahami",Positif
"Aplikasi triv yg sangat bagus dan membantu transaksi dengan cepat ,deposit juga untung,terimakasih",Positif
"Seperti nya bagus, tapi belum tau hasilnya karena belum dicoba untuk melakukan trader, dipelajari dulu ya..🙏",Positif
"Bermain cripto semudah ini, sungguh sangat menyenangkan, apalagi aplikasinya udah ada ijin,jadi tenang menyimpan aset di triv. Penarikannya pun sangat mudah dan cepat.",Positif
"Terimakasih banyak triv. Aplikasinya rekomended banget deh, depo cepat sekali. Sangat membantu 👍👍👍",Positif
"Aplikasi sangat membatu dalam bertransaksi jd saya merekomendasikan utk menggunakan TRIV. Sangat cocok buat saya yang masih amatir, semoga sukses buat TRIV dan teruslah berinovasi.",Positif
"aplikasi ini mantap banget, sangat cocok untuk pemula belajar kripto seperti saya, selain mudah dipahami, juga terpercaya apalagi tentang info info tentang coinnya selalu terupdate.",Positif
"Alhamdulillah sangat membantu sekali ini aplikasi, disamping pengoperasian nya mudah. Dan banyak manfaatnya ketika tiba2 token listrik abis kita tinggal isi sendiri, begitu jg paket data. Ga perlu kemana mana. Cukup 1 aplikasi ini saja ok..",Positif
"Aplikasi keren dan membantu banget, mudah di pakai, gak ribet, gak load melulu ,cocok bagi pembisnis crpyto sekalipun pemula, yuk buruan donwload aplikasinya🥶😬💯🔥",Positif
"Aplikasi Trading untuk mata uang digital yang mudah dlm penggunaanya dlm kita bertransaksi Bitcoin,Ethereum,DOGECoin,Stellar & Ripple. Sangat mudah & recomended bagi pemula yg ingin memulai Trading Crypto.Thanks triv👍👍👍",Positif
Recomended. Banyak pilihan aset crypto . Utk proses tranfer jg lebih cepat. Terbaik,Positif
Aplikasi yang sangat gampang buat di aplikasikan terutama buat pemula kaya saya.. dari daftar depo WD gampang semua GK ada yang ribet pokoknya best👍,Positif
"Aplikasi yg sangat bermanfaat,cocok bagi pemula yg ingin mendapatkan cuan dengan cara yg mudah..pokoknya tidak salah mendownload aplikasi ini ...menu mudah di pahami penarikan gampng...bintang 5 langsung lah...",Positif
"apk triv ini sangat membantu saya dalam mengelolah dompet digital saya,dan juga tidak ribet untuk membayar seperti token,pulsa dll,terimakasih triv👍👍👍",Positif
"Pokoknya trimakasih untuk Triv! Update infonya cepet jadi gak ketinggalan trend, transaksi juga cepat, penarikan aman! Kalo mau beli crypto langsung download ni apk!",Positif
"Aplikasi yang sangat membantu buat pemula, mudah dimengerti dan tidak ribet penggunaanya",Positif
"Sebagai seorang pemula di dunia trade crypto aplikasi ini sangat memudahkan saya untuk membeli produk crypto. Keamanan yang oke juga, penggunaan aplikasi nya simple, pokoknya top banget ni aplikasi bagi orang orang yang baru merintih bisnis crypto.👍",Positif
pengalaman yang baik dengan memakai triv.. terima kasih triv... sanga berguna dan terbaik.. okee..,Positif
Aplikasi yg keren mudah di akses mudah di fahami 🫰🫰,Positif
"Aplikasi bagus, buat investasi kripto. Yg paling menarik bisa buat staking juga.",Positif
"App baguss, UI gak ribet memudahkan untuk pemula. Fitur juga lengkap MANTAP!!!",Positif
"Aplikasi masa kini.transaksinya cepat,buat bayar listrik dan isi pulsa jg cepat..pokoknya mantap",Positif
"Akses aplikasi sangat mudah dioperasikan, tampilan sangat menarik dan pasti mudah dipahami. Dan yang lebih penting no iklan pastinya.mantaplah",Positif
"Aplikasi yang sangat rekomended bagi yang suka trading,,sangat komplit,kita bisa mengontrol portofolio setiap saat secara real,,depo juga sangat ringan,good lah pokoknya",Positif
"Apk yg sangat membantu, ga ribet pakenya, bisa juga buat top up segala macem, recomen dah pokoknya",Positif
"Aplikasinya bagus untuk pemula, fiturnya banyak diantaranya ada trading saham dan cripto...mamtap deh",Positif
"Aplikasi sangat menarik, mudah di download dan tidak ribet, recomended 👍👍😄",Positif
aplikasi yang sangat bagus. cs nya fast respon dan ramah banget. Highlight dan UI nya bagus banget user friendly. ga nyesel deh instal aplikasi ini.,Positif
"aplikasi yang bagus,mudah di gunakan bagi pemula,simpel,penarikan mudah.nice",Positif
"Triv bagus banget, sangat membantu untuk pemula fitur-fitur nya mudah dan lengkap. Terimakasih TRIV",Positif
Terimakasih triv! Aplikasi ini sangat membantu apalagi buat pemula! Kalo mau tau selengkapnya silahkan download aplikasi ini! Dan jangan ragu karena aplikasi ini berguna sekali buat kita. Sukses terus triv...,Positif
"Aplikasi triv sangat rekomended bagi yang suka jual beli crypto. Dan yang paling penting sudah terdaftar di kominfo, BAPPEBTI.",Positif
"Mudah dipahami, cocok untuk pemula, yang menjalankan sambil belajar",Positif
"Aplikasinya sangat bagus dan mudah di pahami, informasinya bener bener yang terupdate terimakasih triv",Positif
"Baru Install,,Triv aplikasi kekinian yang cocok untuk anak muda Indonesia dengan berbagai fitur layanan dan juga mudah digunakan",Positif
"Aplikasi yang terpercaya buat kita yang mau beli atau staking crypto, gak ribet dan auto terpercaya. Buruan di install dijamin gak nyesel",Positif
"Aplikasi yang mempermudah transaksi jual beli bitcoin, saham, dan lain-lainnya 👍👍",Positif
"Aplikasi yang sangat membantu, tampilannya bagus dan fiturnya lengkap, cocok buat yang ingin belajar crypto, semoga terus dikembangkan.",Positif
"Aplikadi Triv pengoprasiannya mudah di pahami dari pada aplikasi lain sejenisnya , terima kasih pertahankan",Positif
"Informasi nya real time, dan banyak pilihan untuk WD-nya, tampilannya menarik",Positif
Aplikasi Triv Ini Keren Banget Sangat Membantu Untuk Transaksi Online Dan Semoga Terus Berkembang Agar Fitur-Fiturnya Terus Terupdate,Positif
"aplikasi bagus recommended dan terpercaya,ga suka lag sama sekali,fitur lengkap,jangan ragu buat download! recommended abiss",Positif
"Aplikasi jual beli crypto sangat mudah digunakan, fitur stakingnya juga sangat membantu bagi yg ingin investasi dcrypto.",Positif
Terimakasih triv pelayanan aplikasi yang sangat memuaskan!,Positif
Akhirnya Nemu aplikasi yang gue banget ... Fitur nya mudah di pahami buat pemula seperti gue..... Admin nya responnya cepat pula .... Pokoknya apk andalan deh. ...,Positif
Wwoooowww amazing!!! Aplikasi nya Sangat mudah dan sangat membantu. Ga nyesel menggunakan layanan ini.. terimakasih,Positif
"Mantap, kalo bisa depositnya di kurangi jangan 50 rb kalo bisa di kurangi jadi 40 rb",Positif
"4 bln pakai secara App Mantap Tp Setiap transaksi semuanya ada biaya Admin. Mulai dr deposit, beli Coin, Steking coin, Unstake coin dan Jual Coin sampai tarik dana. Semuanya ada ADM nya. Jd untuk pemain dana kecil malah minus di Adm saja.",Negatif
"Kenapa setelah update ulang tidak bisa melakukan penarikan,harus verifikasi ulang kyc,sebelum di update gak ada masalah.",Positif
"Triv Aplikasi yg Paling ANEH Diantara Exchange yg pernah Saya Pake. Deposit Menggunakan Koin/token yg berbeda.Semua harus menunggu konfirmasi Maksimal 2jam.. Tanya cs Alasannya menunggu konfirmasi dari blockchainnya. Sedangkan Txid Status Succes. ( ITU KALIAN TAHAN ATAU BAGAIMANA.? ) kejadian kek gini gk cuma satu Atau dua kali, bahkan beberapakali.. Sampe Mau WD pun juga sama harus Menunggu konfirmasi yg super lama.. Hadeuh jd males.. Maaf ya saya Uninstall..",Negatif
"Ini uang saya mau tarik malah nyangkut, di suruh KYC lagi, setelah kyc tidak di proses, cocoknya ini di laporkan ke OJK",Negatif
"Apk nya ngak bisa di buka dan uang saya masih ada rp.1.150.000,00 Tolong dong diperbaiki lagi apk nya",Negatif
"Iklan nya jelek kali,betul2 jelek.karyawan semua berdiri,yg cewek ntah ngapain tuh tangannya.kaek anak-anak. Buat lah iklan yg fresh",Negatif
Mantap aplikasinya,Positif
Aplikasi sampah terlalu banyak fee nya Penarikan terlalu mahal Pokoknya ga rekomendasi buat trading Bintang 1 lah aplikasi sampah sampai akun aku di hapus lagi,Negatif
"Narik uang lama bisa beberapa hari, lalu saat jual coin bisa tiba2 berkurang, admin mahal, tambah pajak mahal skali",Negatif
"Masih coba"" dulu, kalau serasa cocok ganti up ke 5 stars. Untuk saran, ditambah dompet untuk TRX dan BCH. Terima kasih",Positif
LINK AJA gk ada kah .. kenapa hilang pembayaran melalui LINKAJA padahal linkaja bagus simple untuk pembayaran,Negatif
"Bingung gw ini harganya real time gak sih? Kok kayak beda sama harga market global. Bandingin sama coingecko/coincap beda beberapa rupiah kecil. Dan gw juga curiga, kenapa ni aplikasi suka berjalan dilatar belakang? Takutnya ngambil data screen. Dan terakhir, aplikasi ini akan sangat bagus kalo ada page khusus/artikel khusus soal fee withdrawl, fee deposit, fee tf koin, swap, dsb. Jadi kalo gak ada penjelasan soal itu, jadinya ""fee tersembunyi"" buat orng yg gak tau. Itu aja.",Positif
"Aplikasi ang sangat membantu, tidak berat dan fiturnya banyak, bisa beli pulsa dan token juga, mantap",Positif
App ga bagus buat trading proses masalah deposit transfer kelamaan..udah ditransfer uang ga masuk kelamaan nunggunya..email juga percuma ga ada tanggapan,Negatif
"Aplikasi nya suka error tiba tiba keluar, terus fiturnya kurang, ada aplikasi lain yang fiturnya lebih mudah dipahami dan lebih praktis",Negatif
"Sangat membantu, cepat dan aman",Positif
"Terima kasih.....triv is the best, saya udah lama pake triv fine2 aja. Transaksinya juga cepat dan mudah",Positif
Triv emang mantappp banget.. Fee paling murah dr yang lainnya.,Positif
Triv semakin keren aja apalagi feenya paling murah dibanding yang lain. Depo dan wd nya juga lancar,Positif
Thanks ya triv sudah membantu dalam investasi ya. Spreadnya rendah.,Positif
"Mohon dijawab wahai sangat developer. Kenapa akun saya bisa sampai terkunci, alias diblok.",Positif
